Gen,ID,Fitness
0,Id0-1,0.716981
0,Id0-1,0.716981
0,Id0-1,0.698113
0,Id0-1,0.698113
0,Id0-1,0.698113
0,Id0-1,0.660377
0,Id0-1,0.698113
0,Id0-1,0.698113
0,Id0-1,0.716981
0,Id0-1,0.716981
0,Id0-1,0.698113
0,Id0-1,0.698113
0,Id0-1,0.698113
0,Id0-1,0.716981
0,Id0-1,0.716981
0,Id0-1,0.716981
0,Id0-1,0.698113
0,Id0-1,0.716981
0,Id0-1,0.698113
0,Id0-1,0.679245
0,Id0-1,0.716981
0,Id0-1,0.716981
0,Id0-1,0.698113
0,Id0-1,0.660377
0,Id0-1,0.698113
0,Id0-1,0.698113
0,Id0-1,0.698113
0,Id0-1,0.433962
0,Id0-1,0.716981
0,Id0-1,0.716981
0,Id0-1,0.698113
0,Id1-1,0.716981
0,Id1-1,0.716981
0,Id1-1,0.433962
0,Id1-1,0.433962
0,Id1-1,0.698113
0,Id1-1,0.716981
0,Id1-1,0.716981
0,Id1-1,0.698113
0,Id1-1,0.698113
0,Id1-1,0.698113
0,Id1-1,0.264151
0,Id1-1,0.660377
0,Id1-1,0.660377
0,Id1-1,0.716981
0,Id1-1,0.698113
0,Id1-1,0.698113
0,Id1-1,0.698113
0,Id1-1,0.716981
0,Id1-1,0.622642
0,Id1-1,0.716981
0,Id1-1,0.716981
0,Id1-1,0.716981
0,Id1-1,0.716981
0,Id1-1,0.641509
0,Id1-1,0.698113
0,Id1-1,0.433962
0,Id1-1,0.660377
0,Id1-1,0.716981
0,Id1-1,0.433962
0,Id1-1,0.716981
0,Id1-1,0.660377
0,Id2-1,0.698113
0,Id2-1,0.471698
0,Id2-1,0.679245
0,Id2-1,0.679245
0,Id2-1,0.698113
0,Id2-1,0.698113
0,Id2-1,0.679245
0,Id2-1,0.641509
0,Id2-1,0.679245
0,Id2-1,0.698113
0,Id2-1,0.433962
0,Id2-1,0.679245
0,Id2-1,0.698113
0,Id2-1,0.679245
0,Id2-1,0.679245
0,Id2-1,0.698113
0,Id2-1,0.679245
0,Id2-1,0.679245
0,Id2-1,0.698113
0,Id2-1,0.660377
0,Id2-1,0.698113
0,Id2-1,0.679245
0,Id2-1,0.660377
0,Id2-1,0.660377
0,Id2-1,0.679245
0,Id2-1,0.660377
0,Id2-1,0.679245
0,Id2-1,0.716981
0,Id2-1,0.433962
0,Id2-1,0.660377
0,Id2-1,0.471698
0,Id3-0,0.698113
0,Id3-0,0.698113
0,Id3-0,0.679245
0,Id3-0,0.698113
0,Id3-0,0.433962
0,Id3-0,0.433962
0,Id3-0,0.622642
0,Id3-0,0.679245
0,Id3-0,0.698113
0,Id3-0,0.698113
0,Id3-0,0.641509
0,Id3-0,0.433962
0,Id3-0,0.679245
0,Id3-0,0.679245
0,Id3-0,0.622642
0,Id3-0,0.622642
0,Id3-0,0.698113
0,Id3-0,0.660377
0,Id3-0,0.679245
0,Id3-0,0.660377
0,Id3-0,0.698113
0,Id3-0,0.679245
0,Id3-0,0.679245
0,Id3-0,0.679245
0,Id3-0,0.698113
0,Id3-0,0.679245
0,Id3-0,0.584906
0,Id3-0,0.433962
0,Id3-0,0.641509
0,Id3-0,0.641509
0,Id3-0,0.716981
0,Id4-0,0.679245
0,Id4-0,0.679245
0,Id4-0,0.698113
0,Id4-0,0.641509
0,Id4-0,0.698113
0,Id4-0,0.698113
0,Id4-0,0.698113
0,Id4-0,0.660377
0,Id4-0,0.433962
0,Id4-0,0.698113
0,Id4-0,0.698113
0,Id4-0,0.698113
0,Id4-0,0.660377
0,Id4-0,0.698113
0,Id4-0,0.698113
0,Id4-0,0.698113
0,Id4-0,0.679245
0,Id4-0,0.433962
0,Id4-0,0.698113
0,Id4-0,0.660377
0,Id4-0,0.698113
0,Id4-0,0.698113
0,Id4-0,0.698113
0,Id4-0,0.698113
0,Id4-0,0.301887
0,Id4-0,0.698113
0,Id4-0,0.698113
0,Id4-0,0.660377
0,Id4-0,0.698113
0,Id4-0,0.660377
0,Id4-0,0.660377
0,Id5-0,0.679245
0,Id5-0,0.679245
0,Id5-0,0.679245
0,Id5-0,0.679245
0,Id5-0,0.716981
0,Id5-0,0.433962
0,Id5-0,0.679245
0,Id5-0,0.698113
0,Id5-0,0.679245
0,Id5-0,0.698113
0,Id5-0,0.698113
0,Id5-0,0.660377
0,Id5-0,0.698113
0,Id5-0,0.584906
0,Id5-0,0.679245
0,Id5-0,0.679245
0,Id5-0,0.679245
0,Id5-0,0.698113
0,Id5-0,0.698113
0,Id5-0,0.698113
0,Id5-0,0.584906
0,Id5-0,0.660377
0,Id5-0,0.679245
0,Id5-0,0.716981
0,Id5-0,0.679245
0,Id5-0,0.698113
0,Id5-0,0.679245
0,Id5-0,0.679245
0,Id5-0,0.679245
0,Id5-0,0.679245
0,Id5-0,0.679245
0,Id6-1,0.660377
0,Id6-1,0.679245
0,Id6-1,0.698113
0,Id6-1,0.679245
0,Id6-1,0.698113
0,Id6-1,0.735849
0,Id6-1,0.698113
0,Id6-1,0.698113
0,Id6-1,0.471698
0,Id6-1,0.433962
0,Id6-1,0.679245
0,Id6-1,0.679245
0,Id6-1,0.698113
0,Id6-1,0.698113
0,Id6-1,0.660377
0,Id6-1,0.660377
0,Id6-1,0.339623
0,Id6-1,0.698113
0,Id6-1,0.698113
0,Id6-1,0.679245
0,Id6-1,0.698113
0,Id6-1,0.433962
0,Id6-1,0.679245
0,Id6-1,0.660377
0,Id6-1,0.679245
0,Id6-1,0.698113
0,Id6-1,0.679245
0,Id6-1,0.698113
0,Id6-1,0.433962
0,Id6-1,0.698113
0,Id6-1,0.679245
0,Id7-1,0.660377
0,Id7-1,0.698113
0,Id7-1,0.698113
0,Id7-1,0.698113
0,Id7-1,0.679245
0,Id7-1,0.679245
0,Id7-1,0.716981
0,Id7-1,0.698113
0,Id7-1,0.698113
0,Id7-1,0.698113
0,Id7-1,0.698113
0,Id7-1,0.679245
0,Id7-1,0.698113
0,Id7-1,0.396226
0,Id7-1,0.716981
0,Id7-1,0.679245
0,Id7-1,0.433962
0,Id7-1,0.679245
0,Id7-1,0.433962
0,Id7-1,0.433962
0,Id7-1,0.698113
0,Id7-1,0.433962
0,Id7-1,0.622642
0,Id7-1,0.698113
0,Id7-1,0.679245
0,Id7-1,0.698113
0,Id7-1,0.698113
0,Id7-1,0.698113
0,Id7-1,0.698113
0,Id7-1,0.698113
0,Id7-1,0.698113
0,Id8-1,0.641509
0,Id8-1,0.698113
0,Id8-1,0.660377
0,Id8-1,0.660377
0,Id8-1,0.603774
0,Id8-1,0.679245
0,Id8-1,0.679245
0,Id8-1,0.679245
0,Id8-1,0.679245
0,Id8-1,0.679245
0,Id8-1,0.396226
0,Id8-1,0.679245
0,Id8-1,0.433962
0,Id8-1,0.433962
0,Id8-1,0.679245
0,Id8-1,0.716981
0,Id8-1,0.679245
0,Id8-1,0.660377
0,Id8-1,0.660377
0,Id8-1,0.509434
0,Id8-1,0.716981
0,Id8-1,0.660377
0,Id8-1,0.433962
0,Id8-1,0.679245
0,Id8-1,0.679245
0,Id8-1,0.679245
0,Id8-1,0.679245
0,Id8-1,0.641509
0,Id8-1,0.660377
0,Id8-1,0.679245
0,Id8-1,0.679245
0,Id9-1,0.433962
0,Id9-1,0.679245
0,Id9-1,0.679245
0,Id9-1,0.660377
0,Id9-1,0.679245
0,Id9-1,0.679245
0,Id9-1,0.698113
0,Id9-1,0.679245
0,Id9-1,0.679245
0,Id9-1,0.603774
0,Id9-1,0.679245
0,Id9-1,0.622642
0,Id9-1,0.716981
0,Id9-1,0.716981
0,Id9-1,0.679245
0,Id9-1,0.679245
0,Id9-1,0.679245
0,Id9-1,0.641509
0,Id9-1,0.622642
0,Id9-1,0.679245
0,Id9-1,0.679245
0,Id9-1,0.679245
0,Id9-1,0.679245
0,Id9-1,0.603774
0,Id9-1,0.679245
0,Id9-1,0.679245
0,Id9-1,0.641509
0,Id9-1,0.679245
0,Id9-1,0.679245
0,Id9-1,0.679245
0,Id9-1,0.679245
49,Id0-11,0.735849
49,Id0-11,0.679245
49,Id0-11,0.679245
49,Id0-11,0.679245
49,Id0-11,0.660377
49,Id0-11,0.679245
49,Id0-11,0.660377
49,Id0-11,0.433962
49,Id0-11,0.679245
49,Id0-11,0.679245
49,Id0-11,0.433962
49,Id0-11,0.660377
49,Id0-11,0.698113
49,Id0-11,0.433962
49,Id0-11,0.679245
49,Id0-11,0.679245
49,Id0-11,0.679245
49,Id0-11,0.679245
49,Id0-11,0.679245
49,Id0-11,0.641509
49,Id0-11,0.698113
49,Id0-11,0.679245
49,Id0-11,0.660377
49,Id0-11,0.679245
49,Id0-11,0.679245
49,Id0-11,0.679245
49,Id0-11,0.433962
49,Id0-11,0.660377
49,Id0-11,0.679245
49,Id0-11,0.679245
49,Id0-11,0.433962
49,Id1-18,0.735849
49,Id1-18,0.698113
49,Id1-18,0.698113
49,Id1-18,0.698113
49,Id1-18,0.735849
49,Id1-18,0.698113
49,Id1-18,0.716981
49,Id1-18,0.735849
49,Id1-18,0.716981
49,Id1-18,0.698113
49,Id1-18,0.698113
49,Id1-18,0.716981
49,Id1-18,0.698113
49,Id1-18,0.698113
49,Id1-18,0.716981
49,Id1-18,0.679245
49,Id1-18,0.716981
49,Id1-18,0.698113
49,Id1-18,0.698113
49,Id1-18,0.716981
49,Id1-18,0.716981
49,Id1-18,0.716981
49,Id1-18,0.716981
49,Id1-18,0.698113
49,Id1-18,0.716981
49,Id1-18,0.698113
49,Id1-18,0.716981
49,Id1-18,0.698113
49,Id1-18,0.698113
49,Id1-18,0.716981
49,Id1-18,0.679245
49,Id2-19,0.735849
49,Id2-19,0.698113
49,Id2-19,0.735849
49,Id2-19,0.716981
49,Id2-19,0.735849
49,Id2-19,0.735849
49,Id2-19,0.698113
49,Id2-19,0.698113
49,Id2-19,0.735849
49,Id2-19,0.698113
49,Id2-19,0.698113
49,Id2-19,0.735849
49,Id2-19,0.698113
49,Id2-19,0.698113
49,Id2-19,0.698113
49,Id2-19,0.735849
49,Id2-19,0.698113
49,Id2-19,0.698113
49,Id2-19,0.698113
49,Id2-19,0.716981
49,Id2-19,0.716981
49,Id2-19,0.698113
49,Id2-19,0.716981
49,Id2-19,0.716981
49,Id2-19,0.698113
49,Id2-19,0.716981
49,Id2-19,0.716981
49,Id2-19,0.716981
49,Id2-19,0.698113
49,Id2-19,0.698113
49,Id2-19,0.698113
49,Id3-19,0.735849
49,Id3-19,0.698113
49,Id3-19,0.698113
49,Id3-19,0.716981
49,Id3-19,0.716981
49,Id3-19,0.698113
49,Id3-19,0.735849
49,Id3-19,0.698113
49,Id3-19,0.716981
49,Id3-19,0.698113
49,Id3-19,0.698113
49,Id3-19,0.735849
49,Id3-19,0.698113
49,Id3-19,0.698113
49,Id3-19,0.698113
49,Id3-19,0.698113
49,Id3-19,0.698113
49,Id3-19,0.716981
49,Id3-19,0.698113
49,Id3-19,0.716981
49,Id3-19,0.698113
49,Id3-19,0.698113
49,Id3-19,0.698113
49,Id3-19,0.698113
49,Id3-19,0.698113
49,Id3-19,0.698113
49,Id3-19,0.716981
49,Id3-19,0.735849
49,Id3-19,0.698113
49,Id3-19,0.698113
49,Id3-19,0.698113
49,Id4-20,0.735849
49,Id4-20,0.716981
49,Id4-20,0.716981
49,Id4-20,0.698113
49,Id4-20,0.716981
49,Id4-20,0.716981
49,Id4-20,0.679245
49,Id4-20,0.698113
49,Id4-20,0.716981
49,Id4-20,0.698113
49,Id4-20,0.735849
49,Id4-20,0.716981
49,Id4-20,0.735849
49,Id4-20,0.716981
49,Id4-20,0.716981
49,Id4-20,0.698113
49,Id4-20,0.716981
49,Id4-20,0.716981
49,Id4-20,0.716981
49,Id4-20,0.698113
49,Id4-20,0.698113
49,Id4-20,0.716981
49,Id4-20,0.716981
49,Id4-20,0.698113
49,Id4-20,0.698113
49,Id4-20,0.698113
49,Id4-20,0.716981
49,Id4-20,0.698113
49,Id4-20,0.698113
49,Id4-20,0.698113
49,Id4-20,0.716981
49,Id5-50,0.735849
49,Id5-50,0.716981
49,Id5-50,0.735849
49,Id5-50,0.716981
49,Id5-50,0.716981
49,Id5-50,0.716981
49,Id5-50,0.698113
49,Id5-50,0.716981
49,Id5-50,0.716981
49,Id5-50,0.698113
49,Id5-50,0.716981
49,Id5-50,0.698113
49,Id5-50,0.716981
49,Id5-50,0.698113
49,Id5-50,0.716981
49,Id5-50,0.698113
49,Id5-50,0.698113
49,Id5-50,0.716981
49,Id5-50,0.735849
49,Id5-50,0.735849
49,Id5-50,0.698113
49,Id5-50,0.716981
49,Id5-50,0.716981
49,Id5-50,0.698113
49,Id5-50,0.698113
49,Id5-50,0.716981
49,Id5-50,0.735849
49,Id5-50,0.716981
49,Id5-50,0.735849
49,Id5-50,0.716981
49,Id5-50,0.716981
49,Id6-50,0.735849
49,Id6-50,0.698113
49,Id6-50,0.698113
49,Id6-50,0.716981
49,Id6-50,0.716981
49,Id6-50,0.716981
49,Id6-50,0.679245
49,Id6-50,0.716981
49,Id6-50,0.698113
49,Id6-50,0.698113
49,Id6-50,0.716981
49,Id6-50,0.716981
49,Id6-50,0.679245
49,Id6-50,0.698113
49,Id6-50,0.698113
49,Id6-50,0.698113
49,Id6-50,0.735849
49,Id6-50,0.698113
49,Id6-50,0.716981
49,Id6-50,0.716981
49,Id6-50,0.679245
49,Id6-50,0.698113
49,Id6-50,0.698113
49,Id6-50,0.716981
49,Id6-50,0.716981
49,Id6-50,0.716981
49,Id6-50,0.716981
49,Id6-50,0.735849
49,Id6-50,0.698113
49,Id6-50,0.735849
49,Id6-50,0.716981
49,Id7-50,0.716981
49,Id7-50,0.698113
49,Id7-50,0.698113
49,Id7-50,0.716981
49,Id7-50,0.698113
49,Id7-50,0.716981
49,Id7-50,0.698113
49,Id7-50,0.698113
49,Id7-50,0.660377
49,Id7-50,0.698113
49,Id7-50,0.698113
49,Id7-50,0.698113
49,Id7-50,0.698113
49,Id7-50,0.735849
49,Id7-50,0.716981
49,Id7-50,0.716981
49,Id7-50,0.735849
49,Id7-50,0.716981
49,Id7-50,0.698113
49,Id7-50,0.716981
49,Id7-50,0.679245
49,Id7-50,0.716981
49,Id7-50,0.698113
49,Id7-50,0.698113
49,Id7-50,0.716981
49,Id7-50,0.716981
49,Id7-50,0.679245
49,Id7-50,0.735849
49,Id7-50,0.698113
49,Id7-50,0.698113
49,Id7-50,0.660377
49,Id8-50,0.716981
49,Id8-50,0.698113
49,Id8-50,0.698113
49,Id8-50,0.716981
49,Id8-50,0.698113
49,Id8-50,0.698113
49,Id8-50,0.698113
49,Id8-50,0.716981
49,Id8-50,0.698113
49,Id8-50,0.716981
49,Id8-50,0.698113
49,Id8-50,0.698113
49,Id8-50,0.698113
49,Id8-50,0.698113
49,Id8-50,0.698113
49,Id8-50,0.716981
49,Id8-50,0.716981
49,Id8-50,0.698113
49,Id8-50,0.716981
49,Id8-50,0.716981
49,Id8-50,0.698113
49,Id8-50,0.716981
49,Id8-50,0.698113
49,Id8-50,0.679245
49,Id8-50,0.698113
49,Id8-50,0.698113
49,Id8-50,0.716981
49,Id8-50,0.698113
49,Id8-50,0.698113
49,Id8-50,0.716981
49,Id8-50,0.716981
49,Id9-50,0.716981
49,Id9-50,0.698113
49,Id9-50,0.698113
49,Id9-50,0.716981
49,Id9-50,0.698113
49,Id9-50,0.698113
49,Id9-50,0.698113
49,Id9-50,0.716981
49,Id9-50,0.698113
49,Id9-50,0.716981
49,Id9-50,0.679245
49,Id9-50,0.698113
49,Id9-50,0.735849
49,Id9-50,0.716981
49,Id9-50,0.716981
49,Id9-50,0.679245
49,Id9-50,0.716981
49,Id9-50,0.716981
49,Id9-50,0.698113
49,Id9-50,0.679245
49,Id9-50,0.716981
49,Id9-50,0.716981
49,Id9-50,0.716981
49,Id9-50,0.698113
49,Id9-50,0.716981
49,Id9-50,0.679245
49,Id9-50,0.698113
49,Id9-50,0.698113
49,Id9-50,0.679245
49,Id9-50,0.679245
49,Id9-50,0.716981
99,Id0-11,0.735849
99,Id0-11,0.679245
99,Id0-11,0.679245
99,Id0-11,0.679245
99,Id0-11,0.45283
99,Id0-11,0.660377
99,Id0-11,0.679245
99,Id0-11,0.660377
99,Id0-11,0.660377
99,Id0-11,0.698113
99,Id0-11,0.660377
99,Id0-11,0.660377
99,Id0-11,0.641509
99,Id0-11,0.698113
99,Id0-11,0.679245
99,Id0-11,0.698113
99,Id0-11,0.698113
99,Id0-11,0.679245
99,Id0-11,0.679245
99,Id0-11,0.679245
99,Id0-11,0.679245
99,Id0-11,0.679245
99,Id0-11,0.679245
99,Id0-11,0.641509
99,Id0-11,0.679245
99,Id0-11,0.679245
99,Id0-11,0.433962
99,Id0-11,0.679245
99,Id0-11,0.679245
99,Id0-11,0.698113
99,Id0-11,0.679245
99,Id1-18,0.735849
99,Id1-18,0.698113
99,Id1-18,0.716981
99,Id1-18,0.698113
99,Id1-18,0.698113
99,Id1-18,0.698113
99,Id1-18,0.716981
99,Id1-18,0.698113
99,Id1-18,0.716981
99,Id1-18,0.698113
99,Id1-18,0.698113
99,Id1-18,0.716981
99,Id1-18,0.679245
99,Id1-18,0.716981
99,Id1-18,0.716981
99,Id1-18,0.698113
99,Id1-18,0.698113
99,Id1-18,0.716981
99,Id1-18,0.698113
99,Id1-18,0.698113
99,Id1-18,0.698113
99,Id1-18,0.716981
99,Id1-18,0.735849
99,Id1-18,0.698113
99,Id1-18,0.698113
99,Id1-18,0.716981
99,Id1-18,0.716981
99,Id1-18,0.716981
99,Id1-18,0.698113
99,Id1-18,0.698113
99,Id1-18,0.698113
99,Id2-19,0.735849
99,Id2-19,0.735849
99,Id2-19,0.716981
99,Id2-19,0.716981
99,Id2-19,0.698113
99,Id2-19,0.698113
99,Id2-19,0.716981
99,Id2-19,0.735849
99,Id2-19,0.698113
99,Id2-19,0.716981
99,Id2-19,0.735849
99,Id2-19,0.716981
99,Id2-19,0.698113
99,Id2-19,0.698113
99,Id2-19,0.716981
99,Id2-19,0.698113
99,Id2-19,0.698113
99,Id2-19,0.698113
99,Id2-19,0.735849
99,Id2-19,0.698113
99,Id2-19,0.716981
99,Id2-19,0.735849
99,Id2-19,0.735849
99,Id2-19,0.716981
99,Id2-19,0.698113
99,Id2-19,0.698113
99,Id2-19,0.698113
99,Id2-19,0.735849
99,Id2-19,0.698113
99,Id2-19,0.698113
99,Id2-19,0.698113
99,Id3-19,0.735849
99,Id3-19,0.698113
99,Id3-19,0.716981
99,Id3-19,0.735849
99,Id3-19,0.716981
99,Id3-19,0.716981
99,Id3-19,0.716981
99,Id3-19,0.716981
99,Id3-19,0.698113
99,Id3-19,0.716981
99,Id3-19,0.698113
99,Id3-19,0.698113
99,Id3-19,0.716981
99,Id3-19,0.698113
99,Id3-19,0.698113
99,Id3-19,0.698113
99,Id3-19,0.716981
99,Id3-19,0.735849
99,Id3-19,0.716981
99,Id3-19,0.716981
99,Id3-19,0.716981
99,Id3-19,0.698113
99,Id3-19,0.698113
99,Id3-19,0.716981
99,Id3-19,0.679245
99,Id3-19,0.698113
99,Id3-19,0.679245
99,Id3-19,0.716981
99,Id3-19,0.679245
99,Id3-19,0.698113
99,Id3-19,0.698113
99,Id4-20,0.735849
99,Id4-20,0.716981
99,Id4-20,0.698113
99,Id4-20,0.698113
99,Id4-20,0.716981
99,Id4-20,0.716981
99,Id4-20,0.716981
99,Id4-20,0.716981
99,Id4-20,0.716981
99,Id4-20,0.698113
99,Id4-20,0.735849
99,Id4-20,0.698113
99,Id4-20,0.698113
99,Id4-20,0.698113
99,Id4-20,0.698113
99,Id4-20,0.698113
99,Id4-20,0.698113
99,Id4-20,0.716981
99,Id4-20,0.716981
99,Id4-20,0.698113
99,Id4-20,0.698113
99,Id4-20,0.698113
99,Id4-20,0.698113
99,Id4-20,0.735849
99,Id4-20,0.698113
99,Id4-20,0.698113
99,Id4-20,0.698113
99,Id4-20,0.716981
99,Id4-20,0.698113
99,Id4-20,0.716981
99,Id4-20,0.679245
99,Id5-21,0.735849
99,Id5-21,0.716981
99,Id5-21,0.698113
99,Id5-21,0.716981
99,Id5-21,0.716981
99,Id5-21,0.698113
99,Id5-21,0.698113
99,Id5-21,0.716981
99,Id5-21,0.698113
99,Id5-21,0.716981
99,Id5-21,0.716981
99,Id5-21,0.698113
99,Id5-21,0.716981
99,Id5-21,0.716981
99,Id5-21,0.735849
99,Id5-21,0.716981
99,Id5-21,0.698113
99,Id5-21,0.716981
99,Id5-21,0.716981
99,Id5-21,0.716981
99,Id5-21,0.698113
99,Id5-21,0.679245
99,Id5-21,0.716981
99,Id5-21,0.716981
99,Id5-21,0.716981
99,Id5-21,0.735849
99,Id5-21,0.698113
99,Id5-21,0.716981
99,Id5-21,0.698113
99,Id5-21,0.698113
99,Id5-21,0.698113
99,Id6-21,0.735849
99,Id6-21,0.735849
99,Id6-21,0.698113
99,Id6-21,0.716981
99,Id6-21,0.698113
99,Id6-21,0.698113
99,Id6-21,0.716981
99,Id6-21,0.716981
99,Id6-21,0.698113
99,Id6-21,0.698113
99,Id6-21,0.698113
99,Id6-21,0.698113
99,Id6-21,0.735849
99,Id6-21,0.698113
99,Id6-21,0.735849
99,Id6-21,0.716981
99,Id6-21,0.698113
99,Id6-21,0.735849
99,Id6-21,0.716981
99,Id6-21,0.716981
99,Id6-21,0.698113
99,Id6-21,0.698113
99,Id6-21,0.698113
99,Id6-21,0.716981
99,Id6-21,0.698113
99,Id6-21,0.698113
99,Id6-21,0.735849
99,Id6-21,0.716981
99,Id6-21,0.716981
99,Id6-21,0.716981
99,Id6-21,0.716981
99,Id7-100,0.716981
99,Id7-100,0.716981
99,Id7-100,0.716981
99,Id7-100,0.698113
99,Id7-100,0.698113
99,Id7-100,0.698113
99,Id7-100,0.660377
99,Id7-100,0.660377
99,Id7-100,0.698113
99,Id7-100,0.698113
99,Id7-100,0.698113
99,Id7-100,0.698113
99,Id7-100,0.698113
99,Id7-100,0.716981
99,Id7-100,0.698113
99,Id7-100,0.698113
99,Id7-100,0.716981
99,Id7-100,0.698113
99,Id7-100,0.716981
99,Id7-100,0.698113
99,Id7-100,0.716981
99,Id7-100,0.716981
99,Id7-100,0.698113
99,Id7-100,0.716981
99,Id7-100,0.698113
99,Id7-100,0.698113
99,Id7-100,0.698113
99,Id7-100,0.698113
99,Id7-100,0.716981
99,Id7-100,0.698113
99,Id7-100,0.698113
99,Id8-100,0.716981
99,Id8-100,0.716981
99,Id8-100,0.716981
99,Id8-100,0.698113
99,Id8-100,0.698113
99,Id8-100,0.679245
99,Id8-100,0.698113
99,Id8-100,0.698113
99,Id8-100,0.698113
99,Id8-100,0.698113
99,Id8-100,0.698113
99,Id8-100,0.698113
99,Id8-100,0.716981
99,Id8-100,0.698113
99,Id8-100,0.698113
99,Id8-100,0.698113
99,Id8-100,0.698113
99,Id8-100,0.679245
99,Id8-100,0.698113
99,Id8-100,0.698113
99,Id8-100,0.698113
99,Id8-100,0.698113
99,Id8-100,0.698113
99,Id8-100,0.698113
99,Id8-100,0.716981
99,Id8-100,0.716981
99,Id8-100,0.698113
99,Id8-100,0.716981
99,Id8-100,0.716981
99,Id8-100,0.716981
99,Id8-100,0.698113
99,Id9-100,0.716981
99,Id9-100,0.698113
99,Id9-100,0.660377
99,Id9-100,0.679245
99,Id9-100,0.660377
99,Id9-100,0.679245
99,Id9-100,0.622642
99,Id9-100,0.641509
99,Id9-100,0.660377
99,Id9-100,0.679245
99,Id9-100,0.641509
99,Id9-100,0.679245
99,Id9-100,0.679245
99,Id9-100,0.679245
99,Id9-100,0.679245
99,Id9-100,0.679245
99,Id9-100,0.698113
99,Id9-100,0.679245
99,Id9-100,0.641509
99,Id9-100,0.698113
99,Id9-100,0.679245
99,Id9-100,0.660377
99,Id9-100,0.679245
99,Id9-100,0.698113
99,Id9-100,0.698113
99,Id9-100,0.660377
99,Id9-100,0.679245
99,Id9-100,0.679245
99,Id9-100,0.433962
99,Id9-100,0.679245
99,Id9-100,0.660377
